NAME,productUrl,imageUrl,originalPrice,DiscountedPrice,Discount,ratingScore,review,description,categories,itemId,page
iPhone 13 - VN/A Authentic Product,,https://vn-live-01.slatic.net/p/b9acb3e14a64bcce0e33f69d296df29c.png,24990000,16290000,35% Off,4.891191709844559,965,[],"[4402, 4518]",1525577176,2
[Deal sốc] Điện thoại OPPO Reno8 5G - Hàng chính hãng,,https://vn-live-01.slatic.net/p/f88e2af2d43f4af8e804517479bc41bf.jpg,,13990000,,5.0,20,[],"[4402, 4518]",1944130553,2
"Điện thoại Samsung Galaxy A34 5G ( 8GB - 128GB ) - Hàng chính hãng, Mới 100%, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/7c2f2b64766e8af17d0e9f31eb1866f7.jpg,8490000,6649000,22% Off,4.948299319727891,735,[],"[4402, 4518]",2232879162,2
Điện Thoại Samsung A54 5G 8GB/128GB - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/6fd4e25f3a852a84fc7ea5d1d81a5173.jpg,10490000,7229000,31% Off,5.0,4,[],"[4402, 4518]",2223664512,2
Điện thoại Nokia C30 (2GB/32GB) Pin khủng - Mới nguyên seal - Hàng chính hãng,,https://sg-live-01.slatic.net/p/a623e1b8991468ee8448a2984a117033.jpg,2690000,1569000,42% Off,4.933333333333334,45,[],"[4402, 4518]",1767867993,2
iPhone 11 - VN/A Authentic Product,,https://vn-live-01.slatic.net/p/21c9bbd4558cbc662e98e170524da77f.png,21990000,10490000,52% Off,4.84323971260614,1531,[],"[4402, 4518]",900924449,2
Điện thoại Tecno POVA 5 (8+8)/128GB - MediaTek G99 - Sạc nhanh 45W - 6.8'' FHD+ Tần số quét 120HHZ - Hàng Chính Hãng -  Bảo hành 13 Tháng,,https://vn-live-01.slatic.net/p/c8e8f94576584a424b0ae307de7cb58d.jpg,,4690000,,4.981859410430839,441,[],"[4402, 4518]",2348140185,2
Điện thoại Samsung Galaxy Z Flip5,,https://vn-live-01.slatic.net/p/aec3f48777fc6621785636883faf0b62.jpg,,25990000,,4.59433962264151,212,[],"[4402, 4518]",2351112090,2
iPhone 14 - Hàng Chính Hãng VN/A,,https://vn-live-01.slatic.net/p/d3fd98045274de44857f5393ea945bf7.png,24990000,18890000,24% Off,4.947368421052632,114,[],"[4402, 4518]",2018265056,2
[GIÁ SỐC SALE ĐIỆN TỬ 22.12] Điện thoại Samsung Galaxy M14 4GB+64GB 5G - CHỈ CÓ TẠI LAZADA,,https://vn-live-01.slatic.net/p/4933af5642076851f719c0f89fbfd9dc.jpg,4990000,4180000,16% Off,4.945184025058731,1277,[],"[4402, 4518]",2249051805,2
Apple iPhone 15 Pro 256GB Chính hãng (VN/A),,https://vn-live-01.slatic.net/p/7ead69212dc370acbbe7f4416b40f157.jpg,32990000,32620000,1% Off,0,,[],"[4402, 4518]",2417082334,2
"Điện thoại thông minh POCO C65 | 6.74"" HD+ 90Hz | Helio G85 | 5000mAh",,https://vn-live-01.slatic.net/p/89420d06f51d9f3a9218236a4d83c39a.png,,3090000,,4.965694682675815,582,[],"[4402, 4518]",2438761122,2
Điện Thoại ZTE Blade V50 Design | 18GB(8GB+10GB)/128GB/256GB | 6.6'' Full HD+ | Octa Core 1.6GHZ | 5000mAh 22.5W  | Chính Hãng,,https://vn-live-01.slatic.net/p/42f7b637cf5194a8f240aa70c7584f4a.png,2990000,2890000,3% Off,4.96,50,[],"[4402, 4518]",2454940047,2
"Điện thoại Ctyon 4G có wifi xem youtube , lướt web , màn 2.4 ,Phím to - Mới nguyên seal",,https://vn-live-01.slatic.net/p/27c2e9825e0529e4729b1e04f235038a.jpg,499000,369000,26% Off,4.818181818181818,11,[],"[4402, 4518]",2261035266,2
Điện Thoại OPPO A58 (6GB/128GB) - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/cb9bc6b8ccc163b2b0b96e4a28333322.jpg,,4990000,,5.0,1,[],"[4402, 4518]",2395322903,2
Điện Thoại Infinix Hot 30 8GB/256GB - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/b92863aeb9028193a930c743a3ee8693.png,4290000,3990000,7% Off,4.756756756756757,38,[],"[4402, 4518]",2397700910,2
[CHỈ 12.12 - VOUCHER 500K] Điện thoại Samsung Galaxy S23 Ultra 8GB 12GB + 256GB 512GB 1TB,,https://vn-live-01.slatic.net/p/f54b12f84e56bff4dcf236b116c557d0.jpg,,31990000,,4.897196261682243,107,[],"[4402, 4518]",2143635830,2
Điện Thoại Samsung Galaxy A34 5G 128GB,,https://vn-live-01.slatic.net/p/190ab8df67036b66a0772fd1b307dc75.jpg,8490000,5590000,34% Off,4.933333333333334,15,[],"[4402, 4518]",2492430651,2
"Điện Thoại Xiaomi Redmi Note 12s (8GB-256GB)-Hàng Chính Hãng, Mới 100% | Bảo hành 18 tháng",,https://vn-live-01.slatic.net/p/a50ac4495a3eda19f3bbe3cfab9dadf5.png,6690000,5690000,15% Off,4.9787234042553195,47,[],"[4402, 4518]",2293368202,2
"điện thoại vsmart joy4 chính hãng, điện thoại giá rẻ kèm đầy đủ phụ kiện giá cực yêu thương BP07",,https://vn-live-01.slatic.net/p/adab7b88ee86f1e97bad4b40e7d93cb5.jpg,,1909700,,0,,[],"[4402, 4518]",2491478767,2
Điện Thoại Infinix Hot 30i 4GB/128GB - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/8e2cf76c668a85f9521a1d240020a6dd.jpg,3190000,2790000,13% Off,4.934523809523809,168,[],"[4402, 4518]",2337662376,2
Voucher Sở hữu Điện Thoại Apple lPhone 13 Pro Max 512Gb - Số lượng có hạn -,,https://vn-live-01.slatic.net/p/3dcb59b862a69a9069631f002ef077a1.jpg,50000,26000,48% Off,4.363636363636363,22,[],"[4402, 4518]",2508092977,2
điện thoại i/ phone 4 quốc tế tặng dây sạc tải sẵn app.,,https://vn-live-01.slatic.net/p/c04f10ee9a8c908fc64956742612cac2.jpg,390000,239000,39% Off,0,,[],"[4402, 4518]",2498993927,2
Điện thoại Tecno POVA Neo 3 (8+8)/128GB - Helio G85 - Sạc nhanh 18W - 6.82'' HD+ Tần số quét 90HHZ - Hàng Chính Hãng -  Bảo hành 13 Tháng,,https://vn-live-01.slatic.net/p/1131448296d8c38567fecb0ea74d6f0c.jpg,,3690000,,4.966386554621849,119,[],"[4402, 4518]",2403026731,2
Apple iPhone 15 Pro Max 256GB Chính hãng VN/A [Viettel Store],,https://filebroker-cdn.lazada.vn/kf/Sdc921409658f4dc38b8097141ebafb6fA.jpg,35990000,34490000,4% Off,5.0,7,[],"[4402, 4518]",2416609251,2
"Điện Thoại 6s/PIIus bản Q-Tế. Lắp sim,cài đầy đủ game và ứng dụng.BH 12 Tháng",,https://sg-test-11.slatic.net/p/e135075b16a2019947c93023400248db.jpg,,1130000,,0,,[],"[4402, 4518]",2491627219,2
điện thoại i/ phone 4S quốc tế tặng dây sạc tải sẵn app.,,https://vn-live-01.slatic.net/p/edc4381552dff0b0668ae8ed471bb035.jpg,490000,339000,31% Off,0,,[],"[4402, 4518]",2499169119,2
"Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng - Màn hình hiển thị 6.74"", dung lượng pin lớn 5000mAh, hỗ trợ sạc nhanh 18W",,https://vn-live-01.slatic.net/p/1a2169bfead031efb481f984823d795c.jpg,3490000,2969000,15% Off,4.913043478260869,23,[],"[4402, 4518]",2487117989,2
